Document,Topic,Name,Representation,Aspect1,Representative_Docs,Top_n_words,Probability,Representative_document
Seniors,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9208052617788515,False
"The group will be performing an upbeat Bollywood dance mix. The Dance Academy provides classes to seniors, kids, youth and adults. (4/5)",1,1_ceremony_huron_mississauga_volunteers,"['ceremony', 'huron', 'mississauga', 'volunteers', 'lakeshore', 'honour', 'spirit', 'garden', 'sunrise', 'attended']","['ceremony', 'huron', 'mississauga', 'volunteers', 'lakeshore', 'honour', 'spirit', 'garden', 'sunrise', 'attended']","['Happy to help deliver fresh bread to the seniors at the Villa Forum Long-Term Care Residence this evening, thanks to another generous donation from Tony Iantorno and his team at Mississauga Lakeshore Ontario Spirit Support Local Ontario:', 'National Indigenous Peoples Day, attended Sunrise Ceremony org by 2 celebrate vibrant culture, traditions, and way of life of First Nations, Metis, and Inuit peoples. As well met with students, and residential school survivors Elder Emma Reelis and Danny Pottle at heart garden Heart Garden.', 'Thanks to my friend Tony Lantorno and his team at delivered a generous contribution of fresh bread to the seniors at the Wawel Villa Residence and Turtle Creek Manor tonight. Mississauga Lakeshore Ontario Spirit Support local business']",ceremony - huron - mississauga - volunteers - lakeshore - honour - spirit - garden - sunrise - attended,0.596001478501122,False
"I hope with some care and caution. Breakthrough cases are real. The elderly, immuno-compromised and young children remain at risk. I presume you are aware of the reduced efficacy of 2 shots against Omicron? You are a smart and thoughtful man. Do not act like a jerk because: vaccinated",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"I am sorry, her saying that housing should not be affordable or some people might lose some equity in the debate was gross. What if we built a society where people could afford housing and the elderly did not have to rely on home equity for retirement?",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Conversion therapy is archaic and cruel.Let kids live their sexuality.Let women control their bodies.Keep 'legal' and 'illegal' assault weapons OFF our streets. Keep public healthcare. Take climate change seriously. Respect Indigenous people. Respect the disabled. Respect seniors.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
would you ever provide your voice to say... an elite and elder unicorn wizard who has become numbed to the nightmarish visions the fabled prophetic Unicorn who will bring about a new age of darkness? Side note: stoked for He-Man!,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
The Invisible seniors living independently were left out of this budget. Seniors Displaced From Rentals Seniors Health Care. Seniors Home Support,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.8830022795382024,False
"No words for the tragedy in Lytton. Let us do what we can to lessen fire risk today, tomorrow and through the weekend. Check in on your neighbours and elders.",2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,0.7853536322342689,False
I need a booster not a test and your online booking tool is useless; does not even give me an option to select a Burlington location (where I live) As seniors my wife and I would like to go to same location on same day at more or less the same time. NOT possible!?,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
The most vulnerable are seniors and the whole world has not done zip about it.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
I Am so sorry. You do not deserve the abuse he dumps on you. There needs to be better long term care for combative abusive seniors  there and here)because its really not fair to families to be stuck looking after someone who is using them as a verbal and physical punching bag.,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
Most seniors do not vote for Boy Wonder.,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"Our grandmothers and elders, dinize are doing this for our skiyze, children...healthy lands, water and air is needed! Snecalyegh",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Housing models with secure built features and living environments support older adults sense of self and autonomy. Learn more about innovative housing models that support older adults: Aging in place older adults,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.983018176781243,False
"Today we as we got our BoosterVaccine at . Please do not take the risk or put others at risk. We have lost too many community members and elders to covid 19, we do not need any more. Get your CovidVaccine today! Covid Pneumonia Survivor Get Vaccinated Now",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9432951728281285,False
Interesting to see Jodi Hall on the Agenda. Is this the same person who seems unaware of the impact of 15 day arbitrary eviction of seniors in long term care in New Brunswick as covered by Canadian Broadcasting Corporation News?,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.7727874593596534,False
"Civil disobedience is a necessary action to reform unjust laws that the majority will not change. (My partners, now deceased, elderly British relative, used to refer to Gandhi as a trouble maker )",2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,0.6045596188978525,False
"Seniors are caught between two factious worlds . The world that was , and the world that is . The world that was more centered on familial relationships and belonging. The world now is based on estate wills and succession. Leaving many seniors as empty mantles of loneliness.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.8156224827430438,False
5 of us in our family voted liberals for inclusive and multicultural Canada! For Climate Crisis action! For Education with no cuts! For Senior care and not for privatized Conservatives long-term care homes!For Womens Rights to choose from! 4 all of this and more Vote Liberal Majority!,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
4. Dental care program for low income / seniors 5. Secured multi year operational funding for essential community organizations 2/2 peipoli s/o for 5 things idea!,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Alarm (single Source) [Etobicoke] Elder Avenue between Twenty Sixth Street or Twenty Ninth Street Dispatched: 27/07/21 17:40 Eastern Daylight Time [Station: 435] Rescue-434 Rescue-435 General Area:,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"I had a reply, but I know I would end up in Twitter Jail!",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
